formula,Temperature,ThermalCond W/m.K
Rh4In0.1Sb12,305.0,6.7
In2BiSe4I,298.0,0.3
In2.5Sn8.55As10.88I4,298.0,0.36
In4.75Sn7As10.71I4,298.0,0.42
Co0.9875Ni0.0125Ge1.5Se1.5,2.25,0.0717
Co0.9875Ni0.0125Ge1.5Se1.5,10.0,0.865
Co0.9875Ni0.0125Ge1.5Se1.5,80.0,9.28
Co0.9875Ni0.0125Ge1.5Se1.5,315.0,6.3
CaV0.04Mn0.96O3,350.0,2.53
CaV0.04Mn0.96O3,11.0,0.11
Hg2Ru2O7,50.0,3.36
NbCo2Ga0.2Sn0.8,150.0,3.51
NbCo2Ga0.2Sn0.8,35.0,0.615
Nb0.7V0.3Co2Sn,227.0,5.55
Nb0.5V0.5Co2Sn,150.0,4.67
NbCo2Al0.2Sn0.8,167.0,6.0
NbCo2Al0.2Sn0.8,167.0,6.0
Sr0.10Ca0.20La0.20Pr0.50MnO3,300.0,2.49
Ba2Cu2.94Pr0.05Eu0.95Fe0.06O7,300.0,2.5
Ba2Cu2.94Pr0.05Eu0.95Mn0.06O7,300.0,3.8
Ba2Cu2.94Pr0.05Eu0.95Ni0.06O7,300.0,2.5
Ba2Cu2.94Zn0.06Pr0.05Eu0.95O7,300.0,1.9
H2K[PO4],88.0,6.4
H2K[PO4],89.0,1.72
Hf0.25Zr0.25Ti0.50NiSn0.98Sb0.02,298.0,7.7
MgAgSb,298.0,1.1
Ce2NiB10,298.0,15.4
Ce2NiB10,50.0,6.9
Sn12P9.6I2.43Br1.57,100.0,0.5
Lu2Ir3Si5,298.0,9.0
Lu2Ir3Si5,250.0,7.6
Lu2Ir3Si5,298.0,9.0
Lu2Ir3Si5,250.0,8.6
Lu2Ir3Si5,8.0,1.9
Lu2Ir3Si5,100.0,4.8
Lu2Ir3Si5,8.0,1.9
Lu2Ir3Si5,100.0,4.9
Y3Ru4Ge13,300.0,3.74
Y3Ru4Ge13,300.0,2.94
ZrCo0.06Ni0.94Sn,298.0,3.63
Cu0.15CeSb0.85,380.0,20.8
Cu0.15CeSb0.85,380.0,12.1
CuFe0.98Ni0.02O2,298.0,9.0
VFe2Al0.97Sb0.03,298.0,9.3
Nb0.1V0.9Fe2Al,350.0,14.0
Nb0.1V0.9Fe2Al,300.0,13.9
Fe0.5Pd0.5Sb3,300.0,3.79
La0.1Co4Sb12,298.0,4.02
La0.1Co4Sb12,298.0,2.8
Cu4La0.4Ce0.6Al,50.0,2.5
Cu4La0.4Ce0.6Al,298.0,8.3
TiV0.5Ni0.5Sn,298.0,3.5
Sm0.1Co4Sb12,298.0,4.84
Sm0.1Co4Sb12,300.0,4.5
BaFe1.92Co0.08As2,0.2,0.00014
Sr0.8Ca0.2IrO3,298.0,6.0
Sr0.2Ca0.8IrO3,298.0,8.0
Mg2Ga0.008Ge0.397Si0.595,300.0,2.2
Mg2Ga0.004Si0.996,300.0,4.8
La2CeZrO7,1073.0,1.52
La2CeZrO7,298.0,1.75
Cu10Co2Sb4S13,298.0,0.37
Ag0.7Cu0.3TlTe,300.0,0.36
Rb0.5K0.5MnF3,1.15,2.3
Rb0.5K0.5MnF3,14.5,75.0
Rb0.5K0.5MnF3,18.0,63.0
YMn0.9Ga0.1O3,298.0,10.65
YMn0.9Ga0.1O3,50.0,13.58
Ca0.96Mn0.96Bi0.04Si0.04O3,298.0,1.41
Sr0.9Nd0.1TiO3,373.0,5.95
Na0.75Ag0.15Co0.85O2,300.0,2.5
Sr1.6Ca1.3Cu2Bi2.2O8,200.0,1.107
Sr1.6Ca1.3Cu2Bi2.2O8,70.0,1.013
Sr1.6Ca1.3Cu2Bi2.2O8,110.0,0.973
Sr1.6Ca1.3Cu2Bi2.2O8,1.0,0.01
Sr1.6Ca1.3Cu2Bi2.2O8,1.0,0.008
Sr1.6Ca1.3Cu2Bi2.2O8,1.0,0.01
Sr1.6Ca1.3Cu2Bi2.2O8,250.0,5.82
Sr1.6Ca1.3Cu2Bi2.2O8,100.0,5.0
Sr1.6Ca1.3Cu2Bi2.2O8,60.0,5.7
Sr1.6Ca1.3Cu2Bi2.2O8,120.0,0.775
Sr1.6Ca1.3Cu2Bi2.2O8,9.0,1.7
Sr1.6Ca1.3Cu2Bi2.2O8,0.03,-0.006
Fe0.95Co0.05Se,298.0,5.0
Fe0.95Co0.05Se,50.0,7.9
Na0.9Fe0.977Co0.023As,0.07,0.007
Na0.9Fe0.977Co0.023As,0.29,0.027
Na0.9Fe0.977Co0.023As,0.29,0.031
La1.6Y0.4Zr2O7,463.0,1.7
La4Co2.4Ni0.6O10,350.0,1.388
Ti0.92Ta0.08CoSb,300.0,10.0
In0.01Pb0.99Te0.994I0.006,307.0,1.76
In0.01Pb0.99Te0.994I0.006,655.0,1.35
RbCaF3,46.0,1.4
RbCaF3,100.0,2.1
RbCaF3,145.0,2.5
RbCaF3,300.0,3.3
RbCaF3,210.0,2.9
RbCaF3,40.0,1.4
RbCaF3,20.0,1.9
RbCaF3,10.0,1.6
GdCo0.95Ni0.05O3,560.0,1.825
DyCo0.95Ni0.05O3,660.0,0.427
GdPdBi,298.0,4.1
Eu4Ga8Ge15,10.0,4.1
Eu0.63Fe2.4Co1.6Sb12,100.0,2.45
Ti0.9V0.1CoSb,350.0,5.2
CsNa2Cu0.625Ge16.375,298.0,3.4
Co2Sn3Se3,298.0,4.355
TiCoGe0.15Sb0.85,298.0,8.7
Na0.05Pb0.45Sn0.45Sb0.05Te,300.0,1.58
Na0.05Pb0.45Sn0.45Sb0.05Te,550.0,1.08
Na0.05Pb0.9Bi0.05Te,300.0,1.91
Na0.05Pb0.9Bi0.05Te,550.0,1.04
Na0.05Pb0.9Sb0.05Te,300.0,1.85
Na0.05Pb0.9Sb0.05Te,550.0,1.0
Na0.05Pb0.45Sn0.45Bi0.05Te,300.0,2.04
Na0.05Pb0.45Sn0.45Bi0.05Te,300.0,1.57
Na0.05Pb0.45Sn0.45Bi0.05Te,550.0,1.15
Tl4HfTe4,298.0,0.3
TbGe5,298.0,10.5
Sr0.16Yb0.03Co4Sb12,298.0,4.1
Hf0.5Zr0.5RhSn0.01Sb0.99,325.0,3.85
Hf0.5Zr0.5Co0.5Rh0.5Sn0.01Sb0.99,325.0,4.6
Hf0.5Zr0.5CoSn0.01Sb0.99,325.0,6.25
Sr0.87La0.1Dy0.03TiO3,1075.0,2.87
Sr0.87La0.1Dy0.03TiO3,330.0,7.2
Sr0.87La0.1Dy0.03TiO3,1075.0,2.51
Sr0.87La0.1Dy0.03TiO3,330.0,5.53
ZrIr0.2NiSn,298.0,2.5
V0.18Fe0.6Al0.12Si0.1,50.0,17.4
Mn3AlN,298.0,6.3
Hf0.475Zr0.475Nb0.05NiSn,298.0,6.7
Sc0.5Nb0.5PbO3,50.0,0.5
Sc0.5Nb0.5PbO3,0.2,0.00049
SrY0.5Ru0.5O3,1200.0,0.245
Mn0.25Sn0.75Bi2Se4,298.0,0.63
Mn0.25Sn0.75Bi2Se4,575.0,0.7
Mn0.25Sn0.75Bi2Se4,375.0,0.58
ZnCdEuSb2,298.0,1.6
BaBiTe3,298.0,0.63
RuIn2.9Sn0.1,298.0,2.65
Zn0.1RuIn2.9,298.0,2.65
K0.04Pb0.87Sb0.04Te0.96,370.0,1.39
Ba2Ca0.12Nd1.88Co4O11,298.0,1.2
Ba2Ca0.12Nd1.88Co4O11,298.0,1.3
V0.9W0.1Fe2Al,543.0,7.3
V0.9W0.1Fe2Al,298.0,5.0
Mg1.96Bi0.02Si0.98,321.0,7.55
Mg1.96Bi0.02Si0.98,860.0,3.65
Ag0.05Pb0.45Sn0.45Sb0.05Te,320.0,0.9
Ag0.05Pb0.45Sn0.45Sb0.05Te,773.0,1.0
Ag0.05Pb0.45Sn0.45Sb0.05Te,298.0,1.43
CuY0.4Tb0.6,210.0,16.0
CuY0.4Tb0.6,210.0,25.8
CuY0.4Tb0.6,210.0,15.8
CuY0.4Tb0.6,210.0,25.9
CoGe1.5Te1.5,298.0,5.3
LaFePO0.9F0.1,300.0,3.0
Na0.01Pb0.99Se,300.0,4.25
Na0.01Ca0.04Pb0.95Se,300.0,3.0
Na0.01Ba0.04Pb0.95Se,300.0,2.6
Na0.01Sr0.04Pb0.95Se,300.0,3.0
Cd0.995Pr0.005O,1023.0,3.7
Cd0.995Pr0.005O,323.0,7.2
Ca0.5La0.5MnO3,100.0,2.25
Ca0.5La0.5MnO3,100.0,3.42
Ca0.5La0.5MnO3,200.0,3.27
Ca0.5La0.5MnO3,17.0,3.55
Ca0.5La0.5MnO3,17.0,3.46
Ca0.5La0.5MnO3,200.0,3.18
CuEu2O4,100.0,10.0
Hf0.25Zr0.25Ti0.50Ni0.90Pd0.10Sn0.98Sb0.02,300.0,5.64
Hf0.10Zr0.10Ti0.50Nb0.30Ni0.90Pd0.10Sn0.98Sb0.02,300.0,5.53
Sr0.15CuLa1.45Nd0.40O3.87F0.18,4.2,0.7
Sr0.15CuLa1.45Nd0.40O3.87F0.18,100.0,1.3
Sr0.15CuLa1.45Nd0.40O3.87F0.18,230.0,1.7
Sn0.02Bi1.08Sb0.90Te2S,298.0,1.0
Ir0.095Pt0.05Te2,0.3,0.051
Ir0.095Pt0.05Te2,0.3,0.171
CaCoO3,298.0,1.0
Ca0.15La0.7MnTe0.15O3.01,10.0,0.19
Ca0.15La0.7MnTe0.15O3.01,100.0,0.576
Ca0.15La0.7MnTe0.15O3.01,253.0,0.72
Ca0.15La0.7MnTe0.15O3.01,363.0,1.35
CrxGaAs,3.0,11.3
CrxGaAs,10.0,100.0
GaAsTex,3.0,170.0
GaAsTex,2.0,100.0
ZnxGaSb,298.0,24.3
ZnxGaSb,873.0,3.3
Cu0.67Si0.33S,300.0,2.3
Cu0.67Sn0.33Te,300.0,14.4
KBr0.5[CN]0.5,1.0,0.03
KBr0.5[CN]0.5,0.1,0.0017
KBr0.5[CN]0.5,0.5,0.0425
CoC36Cl2,298.0,500.0
CoC36Cl2,10.0,30.0
NixGaP,100.0,400.0
VxGaP,10.0,400.0
NixInP,60.0,900.0
VxInP,60.0,900.0
Sr2Cu2YBi2O8.50,300.0,3.8
Sr2Cu2YBi2O8.50,100.0,2.2
Sr0.05CuLa1.95O4,0.052,2e-05
Sr0.05CuLa1.95O4,1.0,0.01
Gd2.55Er0.45Ga5O12,298.0,7.2
ScGd2.01Er0.99Ga4O12,298.0,7.3
Sc0.988Nd0.066Gd2.934Cr0.024Ga3.988O12,298.0,7.0
Ba2Cu2.97EuMn0.03O7,50.0,4.76
Ba2Cu2.97EuMn0.03O7,298.0,4.82
CoSb2.94Se0.06,300.0,4.9
Sr0.15CuGd1.85O4,300.0,3.58
Ba0.3Co3.95Ni0.05Sb12,500.0,1.96
Y0.035Fe0.7Co3.3Sb12,50.0,1.95
Pb0.0016Bi1.63Sb0.37Se3,8.0,19.95
Cu0.1Bi0.5Sb1.4Te3,390.0,0.63
Cu0.1Bi0.5Sb1.4Te3,441.5,0.43
Cu0.1Bi0.5Sb1.4Te3,318.0,1.26
Cu0.1Bi0.5Sb1.4Te3,500.0,0.89
Ag0.2Bi1.6Te2.82Se0.18,298.0,1.051
Ag0.2Bi1.6Te2.82Se0.18,350.0,0.831
Y0.08Fe0.9408Co0.0192Si1.92O0.12,300.0,3.55
Fe0.9Co0.1Si2,300.0,5.64
Fe0.9Co0.1Si2,763.0,3.58
Fe0.9Co0.1Si2,800.0,3.121
Fe0.9Co0.1Si2,298.0,6.36
Fe0.9Co0.1Si2,400.0,5.7
Fe0.9Co0.1Si2,370.0,4.4
YB66C0.6,578.0,1.5
Ag0.04Bi0.45Sb1.41Te2.8,318.0,0.53
Ag0.04Bi0.45Sb1.41Te2.8,318.0,1.38
Pb0.999Bi0.001Te,298.0,2.86
Pb0.999Bi0.001Te,298.0,2.33
Ba0.5Sr0.5Nb2O6,,0.26
Ba0.5Sr0.5Nb2O6,0.1,0.0005
Ba0.5Sr0.5Nb2O6,1.0,0.02
ErSi2B44,579.0,1.5
Ba2Cu2.97Y0.95Pr0.05Mn0.03O7,298.0,4.3
Cu0.025TiSe2,298.0,1.35
Eu0.05Pb0.95Se,298.0,2.56
Li[BH4],200.0,5.28
Bi1.983Te2.648Se0.283Ox,350.0,0.96
Cu0.01Bi1.99Te2.7Se0.3,350.0,0.881
Cu0.01Bi1.99Te2.7Se0.3,100.0,1.49
Yb0.03Pb0.97Se,298.0,2.9
Pr0.0165Pb0.9835Te,298.0,3.5
Al0.09Bi1.96Te2.69I0.26,300.0,1.71
Bi1.93Sb0.09Te2.72I0.26,300.0,1.61
Cu0.00309Ge0.0125Bi1.9969Te2.9875,300.0,1.71
Y3Ru3.6Co0.4Ge13,300.0,3.68
Y3Ru3.6Co0.4Ge13,300.0,3.22
Ce0.03Pb0.97Se,298.0,7.86
Gd0.05Pb0.95Se,298.0,5.12
Co0.9Ir0.1Sb3,50.0,11.0
Mg0.1Ti0.9S2,300.0,4.82
YbSi2B44,35.0,10.3
Ba3Co2Bi2O9,300.0,2.73
Ba4Ga5In3Ge15,573.0,1.565
Ba4Zn1.4Ga8Ge13.6,650.0,1.237
Cr0.09Mo0.17Mn0.01Fe0.01Ni0.71Al0.01Si0.01,300.0,11.23
Sr0.5Eu0.5Ti0.8Nb0.2O3,298.0,7.5
Hf0.375Zr0.375Ti0.25CoSb,298.0,5.9
Ba0.32Co3.925Pd0.075Sb12,298.0,4.45
NdCoO3,370.0,1.26
Fe0.375Co0.25Ni0.375Sb3,305.0,3.15
Nd1.33Gd1.33S4,298.0,0.972
Nd1.33Gd1.33S4,315.0,0.96
Sr2Ca0.65Cu2Nd0.65Pb0.3Bi3.4O12,298.0,1.435
Mg2Al0.01Sn0.1Si0.89,298.0,3.8
Ca0.05Mg1.95Si,298.0,5.6
Ti0.05Sn0.94Sb0.01O2,298.0,3.5
La0.8Y0.1MnTe0.1O3,206.0,0.173
La0.8Y0.1MnTe0.1O3,180.0,0.173
Co0.955Pd0.045Sb2.955Te0.045,298.0,3.7
Co0.955Pd0.045Sb2.955Te0.045,873.0,3.47
Pb0.25Sn0.25Ge0.5Te,150.0,1.6
Pb0.25Sn0.25Ge0.5Te,430.0,0.45
Pb0.25Sn0.25Ge0.5Te,298.0,2.0
Mg2.1Ag0.15Cd0.75Sb2,298.0,1.75
Ca0.96Nb0.04Mn0.96Bi0.04O3,373.0,2.2
Cr0.97Mn0.03Sb2,51.0,18.6
PbTeBrx,298.0,2.574
Ca1.8MnBi0.2O4,298.0,0.69
Cd0.05Ti0.95S2,310.0,4.75
Zn6.67Sb4.93Te0.07,298.0,0.9
TiNiSn0.998Sb0.002,298.0,6.17
Ba2Cu2.94Zn0.06Y0.95Pr0.05O7,298.0,3.15
Ba2Cu2.94Y0.95Pr0.05Ni0.06O7,298.0,3.25
Zn13.33Sb9.9I0.1,30.0,2.13
Ba0.0625CoPb0.0125Sb2.875Te0.125,298.0,3.5
Al0.2Bi0.45Sb1.35Te3,319.0,0.723
Cu0.01Fe0.83Co0.03Si2.13,298.0,6.64
VFe2Al0.93Sb0.03Si0.04,298.0,9.12
LaGe5,298.0,10.5
Ba0.33Pr0.67Mn0.99Sb0.01O3,300.0,2.33
Sr0.92Y0.08Si2,298.0,5.0
Ba0.18Sr0.11Co4Sb12.09,298.0,4.6
Sr0.28Co4Sb12.88,298.0,4.9
Sr0.28Co4Sb12.88,850.0,3.9
Sr0.28Co4Sb12.88,298.0,5.1
Sr0.28Co4Sb12.88,850.0,1.3
Li0.2CoSb3,700.0,1.6
Tl2SnTe3,420.0,0.24
Tl2SnTe3,500.0,0.2
Sr2.8Dy0.54Er0.66Co4O10.52,300.0,1.77
SrTbCoO4,298.0,1.61
SrCeCoO4,298.0,3.39
SrCeCoO4,300.0,2.79
Sr4Ga7.5In0.5Ge15,300.0,1.45
In0.067Ge0.8Sb0.067Te,635.0,2.1
SbC120Cl5,2.0,9.0
SbC120Cl5,4.5,2.0
SbC120Cl5,4.5,16.5
SbC24Cl5,10.0,0.473
SbC24Cl5,266.0,0.483
SbC16.09C,10.0,0.53
SbC16.09C,275.0,0.65
SbC17.32Cl5,15.0,0.45
SbC17.32Cl5,225.0,0.58
SbC120Cl5,2.0,5.1
SbC120Cl5,300.0,235.0
SbC120Cl5,2.3,7.0
SbC120Cl5,300.0,295.0
SbC120Cl5,4.5,14.0
SbC120Cl5,4.5,6.8
SbC120Cl5,2.0,9.0
SbC120Cl5,290.0,450.0
SbC120Cl5,4.5,4.9
SbC120Cl5,4.5,22.0
Nb0.04Fe0.96Si2,385.0,8.9
Nb0.04Fe0.96Si2,1060.0,7.3
Ti0.04Fe0.96Si2,385.0,10.2
Ti0.04Fe0.96Si2,1070.0,6.9
Zr0.04Fe0.96Si2,385.0,11.45
Zr0.04Fe0.96Si2,1075.0,9.05
Na0.3Ca2.7Co4O9,298.0,4.13
Na0.3Ca2.7Co4O9,1000.0,3.01
Ca3.91Ce0.09Mn3O10,470.0,1.52
Ca3.91Ce0.09Mn3O10,676.0,1.41
YbRh2Ge0.1Si1.9,10.0,3.6
YbRh2Ge0.1Si1.9,200.0,18.2
Sr7.57Ga15.65Ge27.06Si3.72,50.0,1.125
Sr2.7Ca0.3Ti1.8Nb0.2O7,1000.0,2.56
Sr2.7Ca0.3Ti1.8Nb0.2O7,298.0,3.82
Ca0.05Y0.95CoO3,340.0,2.95
Ca0.05Y0.95CoO3,660.0,1.78
Ca1.8Nd0.2Co2.67O6.27,1073.0,1.65
Ca1.8Nd0.2Co2.67O6.27,370.0,1.88
Na0.07Ca1.73Nd0.2Co2.67O6.24,1073.0,1.63
Na0.07Ca1.73Nd0.2Co2.67O6.24,370.0,1.75
Na0.07Ca1.93Co2.67O6.27,1073.0,2.21
Na0.07Ca1.93Co2.67O6.27,370.0,2.34
Cd3.948Bi0.063Sb2.989,15.0,3.1
Cd3.948Bi0.063Sb2.989,298.0,0.7
Cd4.020Sn0.006Sb2.974,17.0,2.3
Cd4.020Sn0.006Sb2.974,298.0,0.6
Zn3.99Sb3Si0.01,298.0,0.91
Zn3.99Sb3Si0.01,5.0,0.29
Zn3.99Sb3Si0.01,32.0,1.78
LiCu1.95Zn0.05O2,48.0,48.0
Co2.8Rh1.2Sb12,325.0,5.2
Co2.8Rh1.2Sb12,754.0,4.98
Mo0.33Rh0.67O2,320.0,0.38
Mo0.33Rh0.67O2,806.0,0.45
W0.33Rh0.67O2,320.0,0.17
W0.33Rh0.67O2,804.0,1.87
MgZn0.1Co0.1Al1.8O4,373.0,0.68
MgZn0.1Co0.1Al1.8O4,298.0,0.59
Ba4Zn0.21Ga7.48Sn15.32,298.0,0.83
Ba4Zn0.21Ga7.48Sn15.32,600.0,1.21
Co4In0.16Ge0.05Sb11.95,673.0,1.93
Co4In0.16Ge0.05Sb11.95,298.0,2.9
Co0.95Ni0.05Sb2.9Te0.05Se0.05,298.0,3.65
Co0.95Ni0.05Sb2.9Te0.05Se0.05,675.0,2.78
CoSb2.9Te0.05Se0.05,298.0,4.03
CoSb2.9Te0.05Se0.05,678.0,2.66
Nb0.4V0.6Fe0.085Co0.015Sb,298.0,5.9
Nb0.4V0.6FeSb,298.0,6.6
Ba4Ga8Ge15,150.0,1.82
Ba4Ga8Ge15,573.0,1.98
Ba4Ga8Ge15,298.0,2.03
Ba4Ga8Ge15,298.0,2.67
Ba4Ga8Ge15,800.0,1.23
Ba4Ga8Ge15,298.0,1.97
Ba4Ga8Ge15,298.0,0.489
Ba4Ga8Ge15,300.0,2.68
Ba4Ga8Ge15,673.0,2.38
Ba4Ga8Ge15,973.0,3.0
Ba0.06Sc0.5Nb0.5Pb0.94O3,50.0,0.38
Ba0.06Sc0.5Nb0.5Pb0.94O3,0.2,0.00025
Cu2Ga0.05Ge0.95Se3,298.0,2.3
Cu0.01Ni0.02Bi1.96Te2.646Se0.294,100.0,1.27
Y0.062Er1.938Ti2O7,298.0,2.37
Sc0.05Ti0.95CoSb,350.0,2.4
Co0.94Ni0.06SbS,320.0,8.0
URu2Si2,0.55,3.77
URu2Si2,2.0,5.1
SnxBiTex,0.0,200.0
Li0.99[NH4]0.99Cu0.01[SO4]0.99,425.0,0.25
Li0.99[NH4]0.99Cu0.01[SO4]0.99,298.0,0.16
Li0.99[NH4]0.99Cu0.01[SO4]0.99,298.0,0.19
Li0.99[NH4]0.99Co0.01[SO4]0.99,424.0,0.23
Bi2SbxTe2.4Se0.6Ix,321.0,1.67
Bi2SbxTe2.4Se0.6Ix,428.0,1.57
Bi2SbxTe2.4Se0.6Ix,571.0,1.66
Bi2SbxTe2.4Se0.6Ix,298.0,1.31
Bi2SbxTe2.4Se0.6Ix,298.0,1.25
Li0.99[NH4]0.99Ni0.01[SO4]0.99,422.0,0.24
Li0.99[NH4]0.99Mn0.01[SO4]0.99,429.0,0.19
Fe0.91Co0.0186Si1.98C0.07,400.0,5.2
Cu0.11Fe0.8Co0.016Si1.76C0.062,400.0,6.2
Ga0.02Ge0.392Si1.568P0.02,300.0,5.37
Ga0.02Ge0.392Si1.568P0.02,773.0,4.57
Sr0.3Nd0.7Cr0.01Mn0.99O3,300.0,2.2
Sr0.3Nd0.7Cr0.01Mn0.99O3,10.0,3.9
Pr3Ge,280.0,11.0
AgPr0.5Nd0.5,10.0,4.0
B6PSix,250.0,5.0
Mg0.125CuBi0.875SeO,300.0,0.48
N0.0094O0.9906,8.0,10.0
N0.0094O0.9906,2.8,1.0
Ar0.005O0.995,10.0,2.8
La98Tb0.85Lu1.15,0.85,0.27
La98Tb0.85Lu1.15,0.85,0.07
AuCe0.5In0.5,300.0,12.0
Cu2Y0.3Sm0.7,280.0,2.1
Cu2Y0.3Sm0.7,5.0,1.5
Ca1.8Yb0.2Co2.67O6,300.0,1.03
EuTi0.98Nb0.02O3,330.0,2.25
EuTi0.98Nb0.02O3,330.0,2.2
Ba0.9Fe3NiSb12,298.0,3.3
Ba0.9Fe3NiSb12,298.0,2.42
Ba0.46Ca0.46Fe4Sb12,298.0,4.3
Cu0.006Ge0.994Bi4Te7,298.0,0.65
Ba0.08La0.05Yb0.05Co4Sb11.92,298.0,2.3
Zn0.032Sm0.008Sb3,300.0,0.71
In4Pb0.01Sn0.03Se3,293.0,1.0
Cu0.95LaNi0.05O2,40.0,2.5
RbMnFexF3,0.35,0.055
RbMnFexF3,18.0,43.0
RbMnFexF3,21.0,40.0
RbMnCoxF3,0.34,0.13
RbMnCoxF3,14.0,99.0
RbMnCoxF3,21.5,78.0
RbMnNixF3,0.34,0.15
RbMnNixF3,15.0,90.0
RbMnNixF3,20.0,78.0
In0.97Pb0.03Te,300.0,1.1
Ge9Bi2Te12,84.0,0.8
Ge9Bi2Te12,295.0,1.1
Ge9Bi2Te12,340.0,1.1
Sr1.97Ca1.13Cu2.07V0.15Bi1.77O8,100.0,0.64
Sr1.97Ca1.13Cu2.07V0.15Bi1.77O8,200.0,0.68
Sr1.97Ca1.13Cu2.07V0.15Bi1.77O8,4.5,0.04
CuTi0.02Sb0.98Se2,5.0,1.6
CuTi0.02Sb0.98Se2,38.0,5.5
CuTi0.02Sb0.98Se2,296.0,2.15
CuTi0.02Sb0.98Se2,310.0,2.23
CuPb0.02Sb0.98Se2,5.0,0.95
CuPb0.02Sb0.98Se2,48.0,3.1
CuPb0.02Sb0.98Se2,150.0,2.1
CuPb0.02Sb0.98Se2,286.0,2.08
Y0.02Zr0.98NiSn0.98Sb0.02,373.0,8.8
FeAl0.06Si1.95,370.0,7.8
Ca0.96V0.04Mn0.96Bi0.04O3,300.0,2.0
Ag0.02Zn3.98Sb3,300.0,0.86
Ag0.02Zn3.98Sb3,57.0,11.18
Hf0.495Zr0.495V0.01Ni0.9Pd0.1Sn0.99Sb0.01,295.0,5.65
Hf0.345Zr0.345Ti0.3V0.01Ni0.9Pd0.1Sn0.99Sb0.01,296.0,5.0
Cu2Sn0.9Ge0.1Se3,303.0,2.9
Mo3Co0.05Sb5.4Te1.6,320.0,5.6
Mo3Co0.05Sb5.4Te1.6,670.0,2.7
Mo3Ni0.05Sb5.4Te1.6,320.0,5.61
Mo3Mn0.05Sb5.4Te1.6,322.0,5.4
Mo3Fe0.05Sb5.4Te1.6,320.0,5.2
Mo3Fe0.05Sb5.4Te1.6,670.0,2.1
Ba0.08La0.022Ce0.041Pr0.004Nd0.013Co4Sb12,303.0,4.6
Ba0.08La0.022Ce0.041Pr0.004Nd0.013Co4Sb12,298.0,4.63
Ca0.07La0.020Ce0.036Pr0.004Nd0.011Co2Ni2Sb12,300.0,4.3
Ca0.07La0.020Ce0.036Pr0.004Nd0.011Co2Ni2Sb12,298.0,4.38
Ca0.1La0.028Ce0.051Pr0.005Nd0.016Co4Sb12,303.0,5.09
Ca0.1La0.028Ce0.051Pr0.005Nd0.016Co4Sb12,298.0,4.7
Sr0.1La0.028Ce0.051Pr0.005Nd0.016Co4Sb12,303.0,5.26
Sr0.1La0.028Ce0.051Pr0.005Nd0.016Co4Sb12,298.0,5.23
Sr0.05Ca0.05La0.03Ce0.05Pr0.01Nd0.01Co4Sb12,303.0,4.31
Sr0.05Ca0.05La0.03Ce0.05Pr0.01Nd0.01Co4Sb12,298.0,4.22
Ba0.05Sr0.05La0.028Ce0.051Pr0.005Nd0.016Co4Sb12,308.0,4.175
Ba0.05Sr0.05La0.028Ce0.051Pr0.005Nd0.016Co4Sb12,298.0,4.16
Ba0.05Ca0.05La0.03Ce0.05Pr0.01Nd0.01Co4Sb12,303.0,4.52
Ba0.05Ca0.05La0.03Ce0.05Pr0.01Nd0.01Co4Sb12,298.0,4.12
Ca2Ti0.2Co2.47O6,300.0,2.255
H2Rb0.5[NH4]0.5[PO4],100.0,0.6
D2Rb0.5[ND4]0.5[PO4],10.0,9.0
Yb1.05Al3B0.05,323.0,19.4
Yb1.05Al3C0.05,323.0,21.0
Ag0.03Bi1.99S3,323.0,0.745
Ca3Cu0.2Co3.8O9,300.0,0.99
Ca3Cu0.2Co3.8O9,373.0,1.74
Ca3Co3.93O9.07,300.0,2.5
Ca3Co3.93O9.07,298.0,1.83
Ca3Co3.93O9.07,300.0,0.73
Ca3Co3.93O9.07,373.0,2.57
Cu23Fe13Al64,300.0,700.0
Cu23Fe13Al64,100.0,0.68
Cu23Fe13Al64,100.0,0.37
CeBiTe3,290.0,2.1
CeBiTe3,592.0,1.77
CeBiTe3,743.0,1.84
VFe2Si,100.0,16.1
VFe2Si,100.0,14.9
PbBiSe2,300.0,0.87
Ca2.01Co2Bi1.74O7.38,870.0,1.16
Ca2.01Co2Bi1.74O7.38,320.0,1.58
CeFe2.4Ru1.2Sb12,298.0,2.32
Ba0.2SrCa3Cu4PbBi3O14.7,298.0,1.09
Ru0.24Co0.02In0.74,973.0,6.3
Ru0.24Co0.02In0.74,373.0,2.6
Cu2GeSe3,300.0,2.4
Cu2GeTe3,300.0,13.0
Sr1.8Ca1.2Cu2Bi2O8,80.0,3.93
Sr1.8Ca1.2Cu2Bi2O8,80.0,3.78
Sr1.8Ca1.2Cu2Bi2O8,130.0,4.5
Sr1.8Ca1.2Cu2Bi2O8,50.0,4.0
Sr1.8Ca1.2Cu2Bi2O8,295.0,6.7
Sr1.8Ca1.2Cu2Bi2O8,100.0,4.2
Sr1.8Ca1.2Cu2Bi2O8,62.0,4.8
Sr1.8Ca1.2Cu2Bi2O8,25.0,3.6
Sr1.8Ca1.2Cu2Bi2O8,286.0,560.0
Sr1.8Ca1.2Cu2Bi2O8,30.0,3.54
Sr1.8Ca1.2Cu2Bi2O8,75.0,5.07
Sr1.8Ca1.2Cu2Bi2O8,100.0,4.7
Sr1.8Ca1.2Cu2Bi2O8,150.0,5.15
Sr2.5Ca0.5Cu2Bi2O8.4,4.2,0.08
Sr2.5Ca0.5Cu2Bi2O8.4,50.0,0.62
